,fips_cd,apn,IsTraining,prop_house_number,prop_house_number_2,prop_house_number_suffix,prop_direction_left,prop_street_name,prop_suffix,prop_direction_right,prop_unit_type,prop_unit_number,prop_city,prop_state,prop_zip_code,prop_zip_plus_4,dwelling_type,zoning,census_tract,mobile_home_ind,timeshare_ind,acres,land_square_footage,irregular_lot_flg,assessed_total_value,assessed_land_value,assessed_improvement_value,market_total_value,market_land_value,market_improvement_value,tax_amt,tax_year,delinquent_tax_year,assessed_year,tax_cd_area,building_square_feet,total_living_square_feet,total_ground_floor_square_feet,total_basement_square_feet,total_garage_parking_square_feet,year_built,effective_year_built,bedrooms,total_rooms,total_baths_calculated,air_conditioning,basement_cd,condition,construction_type,fireplace_num,garage_type,heating_type,construction_quality,roof_cover,roof_type,stories_cd,style,geocode_latitude,geocode_longitude,avm_final_value0,avm_std_deviation0,avm_final_value1,avm_std_deviation1,avm_final_value2,avm_std_deviation2,avm_final_value3,avm_std_deviation3,avm_final_value4,avm_std_deviation4,first_mtg_amt,distressed_sale_flg,sale_amt,transaction_date
0,42001,09 E12-0054---000,1,190,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7413.0,Single Family Residential,,31401.0,,,0.62,27007,,177600.0,54500.0,123100.0,177600.0,54500.0,123100.0,304.69,2018,0,2018,GERRYSBURG,1242,1242,0,0,324,1968,1968,3,7,2,Central,Partial Basement,,,1,Attached Garage,Heat Pump,,,,,,39.845495,-77.285247,183500.0,0.17,183900.0,0.22,184000.0,0.21,186000.0,0.24,200071.0,0.2256,0.0,Y,108000.0,04/07/16
1,42001,09 E12-0054---000,1,190,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7413.0,Single Family Residential,,31401.0,,,0.62,27007,,177600.0,54500.0,123100.0,177600.0,54500.0,123100.0,304.69,2018,0,2018,GERRYSBURG,1242,1242,0,0,324,1968,1968,3,7,2,Central,Partial Basement,,,1,Attached Garage,Heat Pump,,,,,,39.845495,-77.285247,183500.0,0.17,183900.0,0.22,184000.0,0.21,186000.0,0.24,200071.0,0.2256,202022.0,Y,205750.0,07/12/17
2,42001,09 E12-0054---000,1,190,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7413.0,Single Family Residential,,31401.0,,,0.62,27007,,177600.0,54500.0,123100.0,177600.0,54500.0,123100.0,304.69,2018,0,2018,GERRYSBURG,1242,1242,0,0,324,1968,1968,3,7,2,Central,Partial Basement,,,1,Attached Garage,Heat Pump,,,,,,39.845495,-77.285247,183500.0,0.17,183900.0,0.22,184000.0,0.21,186000.0,0.24,200071.0,0.2256,0.0,,2177.0,06/03/15
3,42001,09 E12-0054---000,1,190,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7413.0,Single Family Residential,,31401.0,,,0.62,27007,,177600.0,54500.0,123100.0,177600.0,54500.0,123100.0,304.69,2018,0,2018,GERRYSBURG,1242,1242,0,0,324,1968,1968,3,7,2,Central,Partial Basement,,,1,Attached Garage,Heat Pump,,,,,,39.845495,-77.285247,183500.0,0.17,183900.0,0.22,184000.0,0.21,186000.0,0.24,200071.0,0.2256,196910.0,Y,200000.0,06/30/08
4,42001,08 008-0271---000,1,112,,,S,JEFFERSON,ST,,,,HANOVER,PA,17331.0,4801.0,Single Family Residential,,31101.0,,,0.12,5227,,132600.0,21100.0,111500.0,132600.0,21100.0,111500.0,2498.37,2018,0,2018,CONEWAGO V,1248,1248,0,0,324,1968,1968,2,4,1,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,,,39.803994,-77.005952,151000.0,0.1,151600.0,0.13,147000.0,0.14,148000.0,0.19,131061.0,0.2285,128075.0,Y,129800.0,05/26/10
5,42001,08 031-0092---000,1,50,,,,ROSECROFT,RUN,,,,HANOVER,PA,17331.0,8639.0,Single Family Residential,,31102.0,,,0.39,16988,,278900.0,52400.0,226500.0,278900.0,52400.0,226500.0,5254.87,2018,0,2018,CONEWAGO V,2124,2124,0,0,420,2003,2003,4,7,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.793106,-77.046932,323800.0,0.07,325100.0,0.08,318000.0,0.09,322000.0,0.13,262784.0,0.2285,0.0,Y,234000.0,04/12/04
6,42001,09 E12-0055---000,1,180,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7413.0,Single Family Residential,,31401.0,,,0.44,19166,,199900.0,47500.0,152400.0,199900.0,47500.0,152400.0,342.95,2018,0,2018,GERRYSBURG,1576,1576,0,0,336,1962,1962,3,6,1,Central,Partial Basement,,,1,Attached Garage,Hot Water,,,,100.0,,39.845782,-77.28501,193800.0,0.08,191400.0,0.12,192000.0,0.12,193000.0,0.15,198487.0,0.2256,30000.0,Y,169000.0,02/28/17
7,42001,08 021-0017---000,1,25,,,,PEANUT,DR,,,,HANOVER,PA,17331.0,8934.0,Single Family Residential,,31000.0,,,0.25,10890,,154600.0,35400.0,119200.0,154600.0,35400.0,119200.0,2912.88,2018,0,2018,CONEWAGO V,1026,1026,0,0,300,1970,1970,3,6,2,,Full Basement,,,0,Attached Garage,Electric,,,,100.0,,39.81977,-77.033277,173600.0,0.05,173600.0,0.09,173000.0,0.09,173000.0,0.11,148339.0,0.1842,142373.0,Y,145000.0,10/20/17
8,42001,08 008-0272---000,1,114,,,S,JEFFERSON,ST,,,,HANOVER,PA,17331.0,4801.0,Single Family Residential,,31101.0,,,0.17,7405,,147700.0,24400.0,123300.0,147700.0,24400.0,123300.0,2782.87,2018,0,2018,CONEWAGO V,1011,1011,0,0,0,1968,1968,2,6,1,Central,Full Basement,,,0,None,Forced air unit,,,,,,39.803804,-77.006039,154100.0,0.06,154100.0,0.1,152000.0,0.1,149000.0,0.16,134006.0,0.2175,98188.0,Y,100000.0,08/31/12
9,42001,09 E12-0057---000,0,160,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7413.0,Single Family Residential,,31401.0,,,0.46,20038,,239100.0,49000.0,190100.0,239100.0,49000.0,190100.0,410.2,2018,0,2018,GERRYSBURG,2232,2232,0,0,280,1965,1965,3,9,2,Central,Full Basement,,,1,Attached Garage,Hot Water,,,,100.0,,39.846361,-77.284545,257900.0,0.05,257900.0,0.07,257000.0,0.07,257000.0,0.12,248736.0,0.219,235653.0,Y,240000.0,09/15/17
10,42001,09 E12-0057---000,0,160,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7413.0,Single Family Residential,,31401.0,,,0.46,20038,,239100.0,49000.0,190100.0,239100.0,49000.0,190100.0,410.2,2018,0,2018,GERRYSBURG,2232,2232,0,0,280,1965,1965,3,9,2,Central,Full Basement,,,1,Attached Garage,Hot Water,,,,100.0,,39.846361,-77.284545,257900.0,0.05,257900.0,0.07,257000.0,0.07,257000.0,0.12,248736.0,0.219,0.0,Y,213000.0,03/28/13
11,42001,08 021-0020---000,1,10,,,,LOCUST,DR,,,,HANOVER,PA,17331.0,8965.0,Single Family Residential,,31000.0,,,0.47,20473,,185800.0,40300.0,145500.0,185800.0,40300.0,145500.0,3500.73,2018,0,2018,CONEWAGO V,1680,1680,0,0,600,1964,1964,4,6,2,,Partial Basement,,,0,Underground/Basement,Electric,,,,100.0,,39.819816,-77.031724,191800.0,0.13,189500.0,0.19,193000.0,0.18,194000.0,0.26,182595.0,0.2285,0.0,,193500.0,10/08/08
12,42001,08 021-0021---000,0,5,,,,LOCUST,DR,,,,HANOVER,PA,17331.0,8943.0,Single Family Residential,,31000.0,,,0.21,9148,,141600.0,34700.0,106900.0,141600.0,34700.0,106900.0,2667.94,2018,0,2018,CONEWAGO V,816,816,0,0,312,1960,1960,2,4,1,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.819789,-77.031806,0.0,1.0,0.0,0.36,146000.0,0.33,144000.0,0.4,133033.0,0.2285,0.0,Y,100000.0,06/06/14
13,42001,08 021-0022A--000,1,61,,,,PEANUT,DR,,,,HANOVER,PA,17331.0,8935.0,Single Family Residential,,31000.0,,,0.28,12197,,169100.0,36200.0,132900.0,169100.0,36200.0,132900.0,3186.08,2018,0,2018,CONEWAGO V,1215,1215,0,0,351,1970,1970,3,6,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.820586,-77.032366,169000.0,0.08,171900.0,0.12,168000.0,0.13,174000.0,0.19,158689.0,0.2285,97000.0,Y,75000.0,11/08/11
14,42001,09 E12-0063---000,0,70,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7460.0,Single Family Residential,,31401.0,,,0.57,24829,,231500.0,58500.0,173000.0,231500.0,58500.0,173000.0,397.16,2018,0,2018,GERRYSBURG,1659,1659,0,0,300,1975,1975,3,7,2,Central,Full Basement,,,1,Underground/Basement,Hot Water,,,,100.0,,39.84895,-77.282422,0.0,1.0,213200.0,0.25,208000.0,0.23,206000.0,0.3,213132.0,0.2256,137365.0,Y,139900.0,11/12/14
15,42001,08 021-0022C--000,1,54,,,,MAPLE,DR,,,,HANOVER,PA,17331.0,8942.0,Single Family Residential,,31000.0,,,0.23,10019,,158200.0,35100.0,123100.0,158200.0,35100.0,123100.0,2980.71,2018,0,2018,CONEWAGO V,1026,1026,0,0,351,1950,1950,2,4,1,Central,Full Basement,,,0,Attached Garage,Heat Pump,,,,100.0,,39.819348,-77.03069,0.0,1.0,0.0,0.27,144000.0,0.25,138000.0,0.29,130415.0,0.2175,94949.0,Y,94000.0,11/07/16
16,42001,08 021-0022C--000,1,54,,,,MAPLE,DR,,,,HANOVER,PA,17331.0,8942.0,Single Family Residential,,31000.0,,,0.23,10019,,158200.0,35100.0,123100.0,158200.0,35100.0,123100.0,2980.71,2018,0,2018,CONEWAGO V,1026,1026,0,0,351,1950,1950,2,4,1,Central,Full Basement,,,0,Attached Garage,Heat Pump,,,,100.0,,39.819348,-77.03069,0.0,1.0,0.0,0.27,144000.0,0.25,138000.0,0.29,130415.0,0.2175,0.0,,1493.0,06/22/15
17,42001,08 008-0281---000,1,305,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4812.0,Single Family Residential,,31101.0,,,0.1,4356,,134900.0,20400.0,114500.0,134900.0,20400.0,114500.0,2541.7,2018,0,2018,CONEWAGO V,1188,1188,0,0,0,1910,1910,4,9,1,,Full Basement,,,0,None,Forced air unit,,,,,,39.803778,-77.004221,134400.0,0.07,132700.0,0.11,133000.0,0.12,132000.0,0.16,133908.0,0.2285,146500.0,Y,146500.0,04/25/08
18,42001,08 008-0250A--000,0,410 1/2,,,,3RD,ST,,,,HANOVER,PA,17331.0,4911.0,Single Family Residential,,31101.0,,,0.11,4792,,112100.0,20500.0,91600.0,112100.0,20500.0,91600.0,2112.12,2018,0,2018,CONEWAGO V,1448,1448,0,0,0,1940,1940,4,7,1,,Full Basement,,,0,None,Hot Water,,,,,,39.80487,-77.003163,157100.0,0.09,155200.0,0.14,153000.0,0.14,158000.0,0.18,120181.0,0.2285,112500.0,Y,125000.0,09/22/06
19,42001,08 008-0251---000,1,372,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.16,6970,,122600.0,23500.0,99100.0,122600.0,23500.0,99100.0,2309.96,2018,0,2018,CONEWAGO V,1456,1456,0,0,0,1910,1910,3,7,1,,Partial Basement,,,0,None,Steam,,,,,,39.804888,-77.002796,126700.0,0.11,125700.0,0.15,130000.0,0.16,125000.0,0.18,133396.0,0.2285,20685.0,Y,137900.0,11/16/07
20,42001,08 021-0013---000,0,71,,,,PEANUT,DR,,,,HANOVER,PA,17331.0,8935.0,Single Family Residential,,31000.0,,,0.32,13939,,160400.0,36900.0,123500.0,160400.0,36900.0,123500.0,3022.16,2018,0,2018,CONEWAGO V,1143,1143,0,0,324,1969,1969,2,5,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.82083,-77.0321,192100.0,0.07,192100.0,0.11,192000.0,0.11,189000.0,0.18,160930.0,0.2175,160714.0,Y,155000.0,06/10/14
21,42001,08 008-0253---000,0,368,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,1.08,47045,,221700.0,47200.0,174500.0,221700.0,47200.0,174500.0,4177.14,2018,0,2018,CONEWAGO V,3048,3048,0,0,0,1925,1925,4,10,3,Central,Partial Basement,,,1,Detached Garage,Forced air unit,,,,,,39.80489,-77.002757,320700.0,0.08,317200.0,0.12,311000.0,0.12,310000.0,0.19,216951.0,0.2123,180000.0,Y,225000.0,04/04/06
22,42001,08 021-0014---000,0,47,,,,PEANUT,DR,,,,HANOVER,PA,17331.0,8934.0,Single Family Residential,,31000.0,,,0.25,10890,,147300.0,35300.0,112000.0,147300.0,35300.0,112000.0,2775.34,2018,0,2018,CONEWAGO V,1096,1096,0,0,360,1957,1957,3,6,1,,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.81977,-77.033277,157000.0,0.05,155000.0,0.09,154000.0,0.1,158000.0,0.12,141194.0,0.1842,127551.0,Y,125000.0,07/24/15
23,42001,08 008-0254---000,1,350,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Office Bldg (General),,31101.0,,,0.76,33106,,172900.0,99400.0,73500.0,172900.0,99400.0,73500.0,3257.68,2018,0,2018,CONEWAGO V,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,228000.0,Y,192000.0,11/20/07
24,42001,08 031-0082---000,1,43,,,,BLENHEIM,ST,,,,HANOVER,PA,17331.0,7829.0,Single Family Residential,,31102.0,,,0.36,15682,,292400.0,51300.0,241100.0,292400.0,51300.0,241100.0,5509.23,2018,0,2018,CONEWAGO V,2358,2358,0,0,576,2003,2003,4,8,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.793638,-77.048423,325800.0,0.06,325900.0,0.08,325000.0,0.08,327000.0,0.1,277209.0,0.2125,130000.0,Y,328000.0,03/12/08
25,42001,08 031-0082---000,1,43,,,,BLENHEIM,ST,,,,HANOVER,PA,17331.0,7829.0,Single Family Residential,,31102.0,,,0.36,15682,,292400.0,51300.0,241100.0,292400.0,51300.0,241100.0,5509.23,2018,0,2018,CONEWAGO V,2358,2358,0,0,576,2003,2003,4,8,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.793638,-77.048423,325800.0,0.06,325900.0,0.08,325000.0,0.08,327000.0,0.1,277209.0,0.2125,190000.0,Y,237500.0,07/08/11
26,42001,08 031-0082---000,1,43,,,,BLENHEIM,ST,,,,HANOVER,PA,17331.0,7829.0,Single Family Residential,,31102.0,,,0.36,15682,,292400.0,51300.0,241100.0,292400.0,51300.0,241100.0,5509.23,2018,0,2018,CONEWAGO V,2358,2358,0,0,576,2003,2003,4,8,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.793638,-77.048423,325800.0,0.06,325900.0,0.08,325000.0,0.08,327000.0,0.1,277209.0,0.2125,251910.0,Y,279900.0,12/19/14
27,42001,08 008-0258---000,1,338,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.07,3049,,141000.0,20000.0,121000.0,141000.0,20000.0,121000.0,2656.64,2018,2009,2018,CONEWAGO V,1620,1620,0,0,0,1935,1935,3,5,1,,Full Basement,,,0,Detached Garage,Forced air unit,,,,,,39.804984,-77.001074,119800.0,0.05,118500.0,0.09,120000.0,0.09,118000.0,0.13,124407.0,0.1429,0.0,Y,40000.0,05/16/12
28,42001,08 008-0258---000,1,338,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.07,3049,,141000.0,20000.0,121000.0,141000.0,20000.0,121000.0,2656.64,2018,2009,2018,CONEWAGO V,1620,1620,0,0,0,1935,1935,3,5,1,,Full Basement,,,0,Detached Garage,Forced air unit,,,,,,39.804984,-77.001074,119800.0,0.05,118500.0,0.09,120000.0,0.09,118000.0,0.13,124407.0,0.1429,42341.0,Y,26000.0,04/24/15
29,42001,08 008-0258---000,1,338,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.07,3049,,141000.0,20000.0,121000.0,141000.0,20000.0,121000.0,2656.64,2018,2009,2018,CONEWAGO V,1620,1620,0,0,0,1935,1935,3,5,1,,Full Basement,,,0,Detached Garage,Forced air unit,,,,,,39.804984,-77.001074,119800.0,0.05,118500.0,0.09,120000.0,0.09,118000.0,0.13,124407.0,0.1429,117727.0,Y,119900.0,08/30/18
30,42001,08 008-0259---000,0,334,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.13,5663,,147300.0,21900.0,125400.0,147300.0,21900.0,125400.0,2775.34,2018,0,2018,CONEWAGO V,1396,1396,0,0,0,1938,1938,3,6,1,,Full Basement,,,0,Detached Garage,Hot Water,,,,,,39.804991,-77.000945,100300.0,0.05,99200.0,0.09,100000.0,0.09,102000.0,0.13,140387.0,0.219,0.0,Y,100000.0,08/10/18
31,42001,08 008-0260---000,1,332,,,,3RD,ST,,,,HANOVER,PA,17331.0,4949.0,Apartments (generic),,31101.0,,,0.14,6098,,175900.0,22400.0,153500.0,175900.0,22400.0,153500.0,3314.2,2018,0,2018,CONEWAGO V,1176,1176,0,0,0,1910,1910,2,6,0,,Full Basement,,,0,None,Forced air unit,,,,,,,,,,,,,,,,,,99000.0,Y,132000.0,10/04/13
32,42001,08 031-0083---000,1,37,,,,BLENHEIM,ST,,,,HANOVER,PA,17331.0,7829.0,Single Family Residential,,31102.0,,,0.36,15682,,290200.0,51300.0,238900.0,290200.0,51300.0,238900.0,5467.77,2018,0,2018,CONEWAGO V,2287,2287,0,0,550,2002,2002,3,8,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.793509,-77.048767,321800.0,0.06,321900.0,0.07,320000.0,0.08,322000.0,0.09,266143.0,0.2788,250381.0,Y,255000.0,03/10/17
33,42001,08 008-0263---000,0,326,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.13,5663,,126800.0,21800.0,105000.0,126800.0,21800.0,105000.0,2389.09,2018,0,2018,CONEWAGO V,1940,1940,0,0,0,1904,1904,4,8,2,,Full Basement,,,0,None,Hot Water,,,,,,39.805019,-77.000346,166700.0,0.2,0.0,0.26,162000.0,0.24,155000.0,0.3,139950.0,0.2175,117727.0,Y,119900.0,03/28/14
34,42001,08 031-0084---000,1,31,,,,BLENHEIM,ST,,,,HANOVER,PA,17331.0,7829.0,Single Family Residential,,31102.0,,,0.36,15682,,291900.0,51300.0,240600.0,291900.0,51300.0,240600.0,5499.8,2018,0,2018,CONEWAGO V,2902,2902,0,0,400,2003,2003,4,9,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.79338,-77.049112,337400.0,0.05,337400.0,0.08,337000.0,0.08,342000.0,0.1,311105.0,0.2788,178800.0,Y,275000.0,10/31/14
35,42001,08 031-0085---000,1,25,,,,BLENHEIM,ST,,,,HANOVER,PA,17331.0,7829.0,Single Family Residential,,31102.0,,,0.34,14810,,307000.0,50500.0,256500.0,307000.0,50500.0,256500.0,5784.31,2018,0,2018,CONEWAGO V,2352,2352,0,0,576,2003,2003,4,8,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.793251,-77.049456,333200.0,0.06,333600.0,0.08,332000.0,0.08,334000.0,0.1,295540.0,0.2175,0.0,Y,290000.0,09/20/16
36,42001,08 008-0264---000,1,324,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Apartments (generic),,31101.0,,,0.13,5663,,198700.0,21800.0,176900.0,198700.0,21800.0,176900.0,3743.79,2018,0,2018,CONEWAGO V,2722,2722,0,0,0,1925,1925,4,10,0,Central,Full Basement,,,0,None,Forced air unit,,,,,,,,,,,,,,,,,,0.0,Y,19000.0,05/21/15
37,42001,09 E12-0052A--000,1,225,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7458.0,Single Family Residential,,31401.0,,,0.73,31799,,153100.0,59500.0,93600.0,153100.0,59500.0,93600.0,262.66,2018,0,2018,GERRYSBURG,770,770,0,0,300,1969,1969,3,5,1,,Full Basement,,,0,Underground/Basement,Forced air unit,,,,100.0,,39.844708,-77.28598,162000.0,0.06,165000.0,0.11,162000.0,0.11,164000.0,0.2,162857.0,0.1573,169900.0,Y,169900.0,12/26/18
38,42001,09 E12-0052C--000,1,205,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7458.0,Single Family Residential,,31401.0,,,0.81,35284,,268700.0,54500.0,214200.0,268700.0,54500.0,214200.0,460.98,2018,0,2018,GERRYSBURG,2600,2600,0,0,300,1980,1980,3,6,2,Central,Full Basement,,,1,Underground/Basement,Electric,,,,200.0,,39.845176,-77.285532,225700.0,0.05,225900.0,0.08,232000.0,0.09,232000.0,0.16,276399.0,0.2123,178703.0,Y,182000.0,09/23/09
39,42001,08 031-0087---000,1,20,,,,ROSECROFT,RUN,,,,HANOVER,PA,17331.0,8639.0,Single Family Residential,,31102.0,,,0.36,15682,,293200.0,51300.0,241900.0,293200.0,51300.0,241900.0,5524.3,2018,0,2018,CONEWAGO V,2352,2352,0,0,576,2003,2003,4,8,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,200.0,,39.792499,-77.048551,337800.0,0.05,338000.0,0.08,334000.0,0.08,336000.0,0.12,277571.0,0.2285,190400.0,Y,238000.0,12/19/11
40,42001,09 E12-0052D--000,1,240,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7457.0,Single Family Residential,,31401.0,,,0.97,42253,,290600.0,54500.0,236100.0,290600.0,54500.0,236100.0,498.55,2018,0,2018,GERRYSBURG,2423,2423,0,0,696,1974,1974,4,8,2,Central,Partial Basement,,,1,Attached Garage,Electric,,,,,,39.844569,-77.286114,220800.0,0.05,221200.0,0.09,234000.0,0.09,227000.0,0.16,298497.0,0.2123,254400.0,Y,318000.0,01/31/08
41,42001,08 008-0267---000,0,316,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.13,5663,,124500.0,21800.0,102700.0,124500.0,21800.0,102700.0,2345.75,2018,0,2018,CONEWAGO V,1372,1372,0,0,0,1900,1900,3,7,1,,Full Basement,,,0,Carport,Forced air unit,,,,,,39.805048,-76.999825,0.0,1.0,0.0,0.3,133000.0,0.29,131000.0,0.32,129318.0,0.2285,89130.0,Y,111415.0,05/29/09
42,42001,08 008-0268---000,1,314,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.12,5227,,123100.0,21400.0,101700.0,123100.0,21400.0,101700.0,2319.38,2018,0,2018,CONEWAGO V,1762,1762,0,0,0,1925,1925,4,9,1,,Partial Basement,,,0,None,Space/Suspended,,,,,,39.805055,-76.999706,0.0,1.0,0.0,0.3,119000.0,0.25,97000.0,0.31,103817.0,0.219,0.0,Y,22400.0,10/11/16
43,42001,08 008-0268---000,1,314,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.12,5227,,123100.0,21400.0,101700.0,123100.0,21400.0,101700.0,2319.38,2018,0,2018,CONEWAGO V,1762,1762,0,0,0,1925,1925,4,9,1,,Partial Basement,,,0,None,Space/Suspended,,,,,,39.805055,-76.999706,0.0,1.0,0.0,0.3,119000.0,0.25,97000.0,0.31,103817.0,0.219,104591.0,Y,106000.0,05/27/10
44,42001,08 008-0268---000,1,314,,,,3RD,ST,,,,HANOVER,PA,17331.0,4909.0,Single Family Residential,,31101.0,,,0.12,5227,,123100.0,21400.0,101700.0,123100.0,21400.0,101700.0,2319.38,2018,0,2018,CONEWAGO V,1762,1762,0,0,0,1925,1925,4,9,1,,Partial Basement,,,0,None,Space/Suspended,,,,,,39.805055,-76.999706,0.0,1.0,0.0,0.3,119000.0,0.25,97000.0,0.31,103817.0,0.219,82669.0,Y,79900.0,06/03/08
45,42001,09 E12-0052F--000,0,235,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7458.0,Vacant Land (General),,31401.0,,,1.29,56192,,13800.0,13800.0,0.0,13800.0,13800.0,0.0,23.68,2018,0,2018,GERRYSBURG,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,Y,10000.0,04/06/12
46,42001,09 E12-0052F--000,0,235,,,,KNOXLYN,RD,,,,GETTYSBURG,PA,17325.0,7458.0,Vacant Land (General),,31401.0,,,1.29,56192,,13800.0,13800.0,0.0,13800.0,13800.0,0.0,23.68,2018,0,2018,GERRYSBURG,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,Y,10000.0,04/06/12
47,42001,08 008-0269---000,0,108,,,S,JEFFERSON,ST,,,,HANOVER,PA,17331.0,4801.0,Single Family Residential,,31101.0,,,0.12,5227,,156200.0,21100.0,135100.0,156200.0,21100.0,135100.0,2943.03,2018,0,2018,CONEWAGO V,1080,1080,0,0,0,1962,1962,2,5,1,Central,Full Basement,,,0,None,Forced air unit,,,,100.0,,39.804374,-77.005778,165100.0,0.05,163200.0,0.1,160000.0,0.1,155000.0,0.16,128631.0,0.2175,0.0,Y,75000.0,09/07/12
